Date,Open,High,Low,Close,Volume,Adj Close
2013-03-07,8824.00,8840.00,8672.00,8720.00,3800,1438.92
2013-03-06,8784.00,8840.00,8784.00,8824.00,3600,1456.08
2013-03-05,8632.00,8792.00,8632.00,8776.00,4200,1448.16
2013-03-04,8592.00,8648.00,8528.00,8632.00,2100,1424.40
2013-03-01,8712.00,8760.00,8600.00,8600.00,2600,1419.11
2013-02-28,8680.00,8816.00,8680.00,8792.00,5300,1450.80
2013-02-27,8704.00,8736.00,8616.00,8720.00,2700,1438.92
2013-02-26,8584.00,8704.00,8544.00,8704.00,5600,1436.28
2013-02-25,8640.00,8752.00,8632.00,8728.00,3600,1440.24
2013-02-22,8448.00,8824.00,8432.00,8520.00,6700,1405.91
2013-02-21,8600.00,8664.00,8528.00,8664.00,5000,1429.68
2013-02-20,8672.00,8760.00,8664.00,8744.00,3400,1442.88
2013-02-19,8496.00,8736.00,8496.00,8736.00,3200,1441.56
2013-02-18,8496.00,8520.00,8456.00,8504.00,1000,1403.27
2013-02-15,8448.00,8496.00,8416.00,8488.00,2300,1400.63
2013-02-14,8536.00,8536.00,8400.00,8512.00,4800,1404.59
2013-02-13,8536.00,8544.00,8432.00,8496.00,3500,1401.95
2013-02-12,8432.00,8488.00,8408.00,8472.00,800,1397.99
2013-02-11,8416.00,8512.00,8416.00,8440.00,1000,1392.71
2013-02-08,8496.00,8536.00,8416.00,8504.00,2300,1403.27
2013-02-07,8424.00,8488.00,8400.00,8432.00,2400,1391.39
2013-02-06,8464.00,8520.00,8344.00,8384.00,3100,1383.47
2013-02-05,8320.00,8464.00,8320.00,8464.00,3400,1396.67
2013-02-04,8464.00,8496.00,8392.00,8392.00,4000,1384.79
2013-02-01,8352.00,8576.00,8352.00,8480.00,2300,1399.31
2013-01-31,8616.00,8616.00,8312.00,8312.00,7500,1371.59
2013-01-30,8600.00,8640.00,8568.00,8568.00,2500,1413.83
2013-01-29,8648.00,8720.00,8616.00,8640.00,1400,1425.72
2013-01-28,8712.00,8760.00,8640.00,8728.00,2700,1440.24
2013-01-25,8624.00,8760.00,8624.00,8760.00,1800,1445.52
2013-01-24,8752.00,8752.00,8576.00,8656.00,3800,1428.36
2013-01-23,8800.00,8888.00,8680.00,8760.00,3200,1445.52
2013-01-22,8920.00,8992.00,8832.00,8872.00,4000,1464.00
2013-01-21,8840.00,9008.00,8816.00,8976.00,2800,1481.16
2013-01-18,8704.00,8824.00,8704.00,8808.00,2900,1453.44
2013-01-17,8696.00,8744.00,8664.00,8744.00,1500,1442.88
2013-01-16,8640.00,8696.00,8584.00,8696.00,2100,1434.96
2013-01-15,8736.00,8744.00,8680.00,8720.00,2500,1438.92
2013-01-14,8736.00,8800.00,8720.00,8752.00,1900,1444.20
2013-01-11,8768.00,8864.00,8696.00,8736.00,6100,1441.56
2013-01-10,8584.00,8768.00,8584.00,8744.00,9100,1442.88
2013-01-09,8424.00,8592.00,8400.00,8592.00,4700,1417.79
2013-01-08,8480.00,8544.00,8432.00,8432.00,5100,1391.39
2013-01-07,8440.00,8504.00,8440.00,8488.00,7700,1400.63
2013-01-04,8480.00,8496.00,8408.00,8448.00,6500,1394.03
2013-01-03,8352.00,8456.00,8304.00,8456.00,12800,1395.35
2013-01-02,8152.00,8368.00,8136.00,8368.00,7200,1380.83
2013-01-01,8008.00,8008.00,8008.00,8008.00,000,1321.43
2012-12-31,8008.00,8008.00,8008.00,8008.00,000,1321.43
2012-12-28,8072.00,8128.00,8008.00,8008.00,2800,1321.43
2012-12-27,8016.00,8120.00,8016.00,8112.00,2600,1338.59
2012-12-26,8064.00,8064.00,8064.00,8064.00,000,1330.67
2012-12-25,8064.00,8064.00,8064.00,8064.00,000,1330.67
2012-12-24,8064.00,8064.00,8064.00,8064.00,000,1330.67
2012-12-21,8072.00,8112.00,8040.00,8064.00,6900,1330.67
2012-12-20,8088.00,8112.00,8040.00,8072.00,4500,1331.99
2012-12-19,8016.00,8160.00,7964.00,8128.00,13100,1341.23
2012-12-18,7912.00,8032.00,7872.00,8032.00,6800,1325.39
2012-12-17,7940.00,7976.00,7900.00,7912.00,5800,1305.59
2012-12-14,7900.00,8000.00,7896.00,7960.00,13800,1313.51
2012-12-13,7892.00,7940.00,7856.00,7856.00,8900,1296.34
2012-12-12,7756.00,7888.00,7756.00,7868.00,7900,1298.32
2012-12-11,7708.00,7796.00,7708.00,7776.00,3400,1283.14
2012-12-10,7700.00,7744.00,7664.00,7744.00,2100,1277.86
2012-12-07,7700.00,7748.00,7680.00,7748.00,1600,1278.52
2012-12-06,7700.00,7768.00,7688.00,7732.00,3200,1275.88
2012-12-05,7664.00,7732.00,7656.00,7680.00,4200,1267.30
2012-12-04,7776.00,7788.00,7620.00,7680.00,1400,1267.30
2012-12-03,7704.00,7808.00,7704.00,7776.00,3500,1283.14
2012-11-30,7668.00,7760.00,7640.00,7760.00,3100,1280.50
2012-11-29,7608.00,7676.00,7600.00,7644.00,4900,1261.36
2012-11-28,7684.00,7684.00,7524.00,7544.00,7500,1244.86
2012-11-27,7696.00,7728.00,7660.00,7700.00,2100,1270.60
2012-11-26,7760.00,7768.00,7660.00,7680.00,1500,1267.30
2012-11-23,7756.00,7780.00,7660.00,7768.00,2200,1281.82
2012-11-22,7788.00,7824.00,7764.00,7804.00,1700,1287.76
2012-11-21,7764.00,7792.00,7700.00,7744.00,2100,1277.86
2012-11-20,7720.00,7764.00,7684.00,7752.00,2000,1279.18
2012-11-19,7644.00,7748.00,7644.00,7724.00,2600,1274.56
2012-11-16,7680.00,7700.00,7560.00,7624.00,3800,1258.06
2012-11-15,7800.00,7800.00,7600.00,7640.00,2700,1260.70
2012-11-14,7792.00,7824.00,7720.00,7748.00,1200,1278.52
2012-11-13,7800.00,7816.00,7732.00,7792.00,1500,1285.78
2012-11-12,7740.00,7880.00,7732.00,7800.00,6500,1287.10
2012-11-09,7524.00,7756.00,7524.00,7672.00,3800,1265.98
2012-11-08,7608.00,7620.00,7544.00,7584.00,1700,1251.46
2012-11-07,7720.00,7720.00,7596.00,7620.00,2000,1257.40
2012-11-06,7652.00,7692.00,7636.00,7656.00,1200,1263.34
2012-11-05,7720.00,7720.00,7636.00,7672.00,2100,1265.98
2012-11-02,7784.00,7892.00,7752.00,7816.00,8500,1289.74
2012-11-01,7636.00,7728.00,7632.00,7720.00,6300,1273.90
