STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
061800,99999, 19991117,   36.2,24,   31.5,24, 9999.9, 0, 9999.9, 0,   5.7,24,   8.4,24,  13.0, 999.9,   39.2*,  33.4 , 0.00D,999.9, 011000,
061800,99999, 19991118,   36.8,24,   35.0,24, 9999.9, 0, 9999.9, 0,   7.0,24,   6.3,23,  12.0, 999.9,   42.8*,  33.8*,99.99 ,999.9, 011000,
061800,99999, 19991119,   36.3,24,   32.3,24, 9999.9, 0, 9999.9, 0,   7.4,24,  19.1,24,  23.9,  33.0,   37.9 ,  33.8*, 0.03C,999.9, 011000,
061800,99999, 19991120,   34.8,24,   27.6,24, 9999.9, 0, 9999.9, 0,   7.7,24,  17.3,24,  21.0,  28.9,   36.0 ,  33.4 , 0.06F,999.9, 011000,
061800,99999, 19991121,   33.3,24,   27.4,24, 9999.9, 0, 9999.9, 0,   7.6,24,   8.6,24,  14.0, 999.9,   37.4*,  26.6*, 0.00D,999.9, 000000,
061800,99999, 19991122,   32.5,24,   30.5,24, 9999.9, 0, 9999.9, 0,   6.5,24,   4.1,24,   7.0, 999.9,   38.3 ,  25.5 , 0.03E,999.9, 001000,
061800,99999, 19991123,   37.2,24,   31.8,24, 9999.9, 0, 9999.9, 0,   6.8,24,   6.5,24,   8.9, 999.9,   41.0*,  30.2 , 0.00D,999.9, 000000,
061800,99999, 19991124,   38.7,24,   37.2,24, 9999.9, 0, 9999.9, 0,   4.8,24,   7.8,24,  15.0, 999.9,   43.0 ,  35.1 , 0.00D,999.9, 100000,
061800,99999, 19991125,   44.1,24,   43.0,24, 9999.9, 0, 9999.9, 0,   2.0,24,  12.4,24,  15.9,  22.0,   46.4*,  38.7 , 0.00D,999.9, 110000,
061800,99999, 19991126,   45.0,24,   43.6,24, 9999.9, 0, 9999.9, 0,   3.7,24,  13.2,24,  19.0, 999.9,   47.1 ,  41.2 , 0.00D,999.9, 010000,
061800,99999, 19991127,   41.7,24,   40.0,24, 9999.9, 0, 9999.9, 0,   5.2,24,  13.8,24,  16.9, 999.9,   45.5 ,  37.4*, 0.02E,999.9, 010000,
061800,99999, 19991128,   42.6,24,   41.0,24, 9999.9, 0, 9999.9, 0,   5.5,24,  14.5,24,  21.0, 999.9,   45.0 ,  36.5 , 0.00D,999.9, 000000,
061800,99999, 19991129,   44.8,24,   40.4,24, 9999.9, 0, 9999.9, 0,   6.5,24,  15.5,24,  22.0,  33.0,   48.2*,  37.4*, 0.00D,999.9, 000000,
061800,99999, 19991130,   40.2,24,   38.8,24, 9999.9, 0, 9999.9, 0,   6.2,24,  17.9,24,  32.1,  44.9,   48.2*,  32.0 , 0.00H,999.9, 010000,
061800,99999, 19991201,   43.8,24,   37.0,24, 9999.9, 0, 9999.9, 0,   7.0,24,  20.6,24,  29.9,  52.1,   48.2*,  39.2*, 0.11F,999.9, 010000,
061800,99999, 19991202,   37.6,23,   35.6,23, 9999.9, 0, 9999.9, 0,   7.9,23,  15.9,23,  22.0,  26.0,   41.7 ,  33.8 , 0.00D,999.9, 010000,
061800,99999, 19991203,   39.5,24,   37.6,24, 9999.9, 0, 9999.9, 0,   6.7,24,  25.2,24,  49.9,  82.9,   44.6*,  33.1 , 0.03B,999.9, 011000,
061800,99999, 19991204,   37.7,24,   34.4,24, 9999.9, 0, 9999.9, 0,   7.0,24,  18.8,24,  41.0, 999.9,   43.2 ,  35.2 , 0.03E,999.9, 011000,
061800,99999, 19991205,   32.7,24,   31.6,24, 9999.9, 0, 9999.9, 0,   6.7,24,   8.9,24,  18.1, 999.9,   37.6 ,  23.0*, 0.04E,999.9, 011000,
061800,99999, 19991206,   38.4,24,   37.3,24, 9999.9, 0, 9999.9, 0,   5.6,24,  19.8,24,  28.0,  41.0,   48.2*,  23.4 , 0.00H,999.9, 010000,
061800,99999, 19991207,   44.7,24,   42.9,24, 9999.9, 0, 9999.9, 0,   7.0,24,  15.8,24,  21.0,  32.1,   48.4 ,  41.0*, 0.00C,999.9, 010000,
061800,99999, 19991208,   41.1,24,   39.9,24, 9999.9, 0, 9999.9, 0,   7.2,24,  16.6,24,  21.0,  28.9,   44.6*,  38.8 , 0.00D,999.9, 010000,
061800,99999, 19991209,   43.4,24,   41.3,24, 9999.9, 0, 9999.9, 0,   6.9,24,  15.8,24,  20.0,  25.1,   45.1 ,  40.8 , 0.00D,999.9, 010000,
061800,99999, 19991210,   41.6,24,   39.3,24, 9999.9, 0, 9999.9, 0,   6.9,24,  18.8,24,  25.1,  35.9,   44.6*,  39.2*, 0.00H,999.9, 010000,
061800,99999, 19991211,   39.7,24,   39.1,24, 9999.9, 0, 9999.9, 0,   7.0,24,  15.8,24,  23.9,  35.0,   42.8*,  37.2 , 0.00H,999.9, 010000,
061800,99999, 19991212,   40.8,24,   39.3,24, 9999.9, 0, 9999.9, 0,   5.8,24,  11.6,24,  23.9,  33.0,   45.0 ,  30.2*, 0.08E,999.9, 011000,
061800,99999, 19991213,   34.7,24,   32.5,24, 9999.9, 0, 9999.9, 0,   7.9,24,   8.3,24,  14.0, 999.9,   39.9 ,  30.2*, 0.03E,999.9, 011000,
061800,99999, 19991214,   33.4,24,   32.8,24, 9999.9, 0, 9999.9, 0,   4.4,24,  14.0,24,  20.0,  28.9,   36.7 ,  28.4*, 0.02E,999.9, 011000,
061800,99999, 19991215,   29.4,24,   27.0,24, 9999.9, 0, 9999.9, 0,   5.5,24,  18.6,24,  22.0,  28.0,   32.0*,  27.7 ,99.99 ,999.9, 001000,
061800,99999, 19991216,   27.9,24,   25.6,24, 9999.9, 0, 9999.9, 0,   7.2,24,  11.9,24,  21.0,  28.9,   33.8*,  18.9 , 0.03E,  1.6, 010000,
061800,99999, 19991217,   37.2,24,   35.0,24, 9999.9, 0, 9999.9, 0,   4.9,24,  23.7,24,  35.0,  47.0,   41.7 ,  31.1 , 0.00B,999.9, 011000,
061800,99999, 19991218,   32.9,24,   28.4,24, 9999.9, 0, 9999.9, 0,   7.2,24,  19.8,24,  22.9,  33.0,   40.3 ,  30.0 , 0.00D,999.9, 001000,
061800,99999, 19991219,   32.3,24,   30.1,24, 9999.9, 0, 9999.9, 0,   6.6,24,  13.6,24,  23.9,  33.0,   36.1 ,  26.6*, 0.03E,999.9, 101000,
061800,99999, 19991220,   29.2,24,   27.1,24, 9999.9, 0, 9999.9, 0,   6.7,24,   8.0,24,  13.0, 999.9,   37.4*,  23.0*, 0.00D,999.9, 000000,
061800,99999, 19991221,   25.6,21,   23.9,21, 9999.9, 0, 9999.9, 0,   6.5,21,   4.6,21,  14.0, 999.9,   37.4*,  17.6*, 0.00D,999.9, 100000,
061800,99999, 19991222,   33.3,24,   31.1,24, 9999.9, 0, 9999.9, 0,   5.9,24,  14.2,24,  25.1,  34.0,   35.6*,  25.2 , 0.03E,999.9, 000000,
061800,99999, 19991223,   35.8,23,   32.5,23, 9999.9, 0, 9999.9, 0,   4.9,23,  18.7,23,  25.1,  35.0,   39.2*,  32.9 , 0.00H,999.9, 011000,
061800,99999, 19991224,   37.5,24,   36.4,24, 9999.9, 0, 9999.9, 0,   4.7,24,  19.3,24,  22.9,  33.0,   39.2*,  35.1 , 0.00C,999.9, 010000,
061800,99999, 19991225,   39.2,24,   38.4,24, 9999.9, 0, 9999.9, 0,   5.6,24,  20.9,24,  27.0,  40.0,   43.2 ,  37.2 , 0.02C,999.9, 010000,
061800,99999, 19991226,   37.0,24,   35.4,24, 9999.9, 0, 9999.9, 0,   7.3,24,  14.5,24,  20.0, 999.9,   38.5 ,  34.0 , 0.00C,999.9, 011000,
061800,99999, 19991227,   36.7,24,   35.4,24, 9999.9, 0, 9999.9, 0,   6.8,24,   8.3,24,  13.0, 999.9,   38.1 ,  34.7 , 0.03E,999.9, 010000,
061800,99999, 19991228,   34.6,24,   33.8,24, 9999.9, 0, 9999.9, 0,   4.9,24,   4.6,24,   8.9, 999.9,   37.4*,  30.2*, 0.00E,999.9, 000000,
061800,99999, 19991229,   30.0,24,   27.6,24, 9999.9, 0, 9999.9, 0,   7.2,24,   7.2,24,   8.9, 999.9,   34.2 ,  23.0*, 0.00D,999.9, 000000,
061800,99999, 19991230,   31.9,24,   31.3,24, 9999.9, 0, 9999.9, 0,   2.7,24,   6.1,24,  11.1, 999.9,   35.6*,  22.5 , 0.00C,999.9, 111000,
061800,99999, 19991231,   34.3,24,   33.6,24, 9999.9, 0, 9999.9, 0,   1.0,24,   6.0,24,  11.1, 999.9,   35.8*,  32.0*, 0.00E,999.9, 100000,
061800,99999, 20000101,   36.3,24,   35.9,24, 9999.9, 0, 9999.9, 0,   3.4,24,   9.3,24,  11.1, 999.9,   39.2*,  31.8*, 0.00D,999.9, 011000,
061800,99999, 20000102,   38.8,24,   37.6,24, 9999.9, 0, 9999.9, 0,   3.6,24,  11.8,24,  18.1, 999.9,   42.8*,  32.7*, 0.00H,999.9, 110000,
061800,99999, 20000103,   40.7,24,   39.8,24, 9999.9, 0, 9999.9, 0,   3.9,24,  12.1,24,  18.1, 999.9,   44.6*,  36.9*, 0.00C,999.9, 010000,
061800,99999, 20000104,   38.7,24,   37.4,24, 9999.9, 0, 9999.9, 0,   6.7,24,  11.4,24,  15.9, 999.9,   41.7*,  33.8*, 0.00D,999.9, 010000,
061800,99999, 20000105,   38.1,23,   36.3,23, 9999.9, 0, 9999.9, 0,   5.9,23,  11.4,22,  19.0,  26.0,   42.8*,  35.2*, 0.00D,999.9, 010000,
061800,99999, 20000106,   39.1,23,   37.9,23, 9999.9, 0, 9999.9, 0,   5.3,23,  15.1,23,  19.0, 999.9,   42.8*,  34.7*, 0.00H,999.9, 010000,
061800,99999, 20000107,   38.2,24,   36.9,24, 9999.9, 0, 9999.9, 0,   5.7,24,  10.6,24,  16.9, 999.9,   42.8*,  29.8*, 0.02E,999.9, 110000,
061800,99999, 20000108,   40.2,24,   39.0,24, 9999.9, 0, 9999.9, 0,   5.6,24,  15.8,24,  22.0, 999.9,   41.4*,  35.6*, 0.00D,999.9, 010000,
061800,99999, 20000109,   36.1,24,   35.2,24, 9999.9, 0, 9999.9, 0,   6.1,24,  10.4,24,  14.0, 999.9,   39.4*,  32.0*, 0.00D,999.9, 000000,
061800,99999, 20000110,   34.0,24,   32.7,24, 9999.9, 0, 9999.9, 0,   6.1,24,   9.8,24,  18.1, 999.9,   41.0*,  28.9*, 0.00D,999.9, 000000,
061800,99999, 20000111,   36.6,24,   35.3,24, 9999.9, 0, 9999.9, 0,   4.5,24,  16.1,24,  20.0, 999.9,   37.8*,  33.6*, 0.03C,999.9, 010000,
061800,99999, 20000112,   37.5,24,   34.1,24, 9999.9, 0, 9999.9, 0,   5.6,24,  15.8,24,  18.1, 999.9,   39.2*,  36.5*, 0.03E,999.9, 010000,
061800,99999, 20000113,   33.8,24,   31.2,24, 9999.9, 0, 9999.9, 0,   5.4,24,  10.6,24,  15.9, 999.9,   37.4*,  32.0*, 0.00D,999.9, 000000,
061800,99999, 20000114,   32.1,24,   24.3,24, 9999.9, 0, 9999.9, 0,   7.0,24,   4.5,24,   8.0, 999.9,   33.8*,  31.1*,99.99D,999.9, 001000,
061800,99999, 20000115,   32.5,23,   27.5,23, 9999.9, 0, 9999.9, 0,   7.0,23,   6.6,23,  25.1,  35.9,   37.4*,  28.4*, 0.03E,999.9, 000000,
061800,99999, 20000116,   38.2,24,   36.8,24, 9999.9, 0, 9999.9, 0,   6.2,24,  10.0,24,  20.0, 999.9,   43.5*,  27.9*, 0.00I,999.9, 100000,
061800,99999, 20000117,   44.8,24,   39.3,24, 9999.9, 0, 9999.9, 0,   6.8,24,  20.4,24,  25.1,  42.0,   48.9*,  41.0*, 0.00I, 38.6, 000000,
061800,99999, 20000118,   39.9,24,   24.5,24, 9999.9, 0, 9999.9, 0,   6.8,24,  19.9,24,  28.0,  42.0,   44.8*,  35.6*, 0.00E,999.9, 010000,
061800,99999, 20000119,   33.7,24,   23.5,24, 9999.9, 0, 9999.9, 0,   7.3,24,  13.1,24,  22.9,  25.1,   38.1*,  28.4*, 0.00I,999.9, 000000,
061800,99999, 20000120,   37.3,24,   34.9,24, 9999.9, 0, 9999.9, 0,   6.6,24,  13.0,24,  19.0,  29.9,   42.8*,  27.9*,99.99I,999.9, 011000,
061800,99999, 20000121,   28.5,24,   17.9,24, 9999.9, 0, 9999.9, 0,   6.0,24,  15.4,24,  28.0,  35.0,   40.8*,  21.2*,99.99I,  0.4, 001000,
061800,99999, 20000122,   26.4,24,   17.8,24, 9999.9, 0, 9999.9, 0,   8.2,24,   9.1,24,  14.0, 999.9,   30.2*,  21.2*, 0.00I,999.9, 000000,
061800,99999, 20000123,   24.5,24,   19.8,24, 9999.9, 0, 9999.9, 0,   8.5,24,   7.2,24,  15.9, 999.9,   30.2*,  17.6*,99.99I,999.9, 001000,
061800,99999, 20000124,   22.8,24,   18.0,24, 9999.9, 0, 9999.9, 0,   7.2,24,   6.5,24,  13.0, 999.9,   31.5*,  10.4*, 0.03A,  0.4, 001000,
061800,99999, 20000125,   32.9,24,   31.7,24, 9999.9, 0, 9999.9, 0,   4.9,24,   8.9,24,  13.0, 999.9,   36.7*,  25.0*, 0.03E,  0.4, 000000,
061800,99999, 20000126,   36.4,24,   35.1,24, 9999.9, 0, 9999.9, 0,   4.3,24,  12.7,24,  21.0,  28.9,   41.0*,  32.0*,99.99E,999.9, 110000,
061800,99999, 20000127,   39.5,24,   37.7,24, 9999.9, 0, 9999.9, 0,   7.4,24,  15.6,24,  19.0,  25.1,   41.5*,  37.4*,99.99E,999.9, 010000,
061800,99999, 20000128,   38.5,24,   37.2,24, 9999.9, 0, 9999.9, 0,   5.7,24,  16.3,24,  22.0, 999.9,   41.0*,  35.6*, 0.02E,999.9, 010000,
061800,99999, 20000129,   39.4,24,   37.4,24, 9999.9, 0, 9999.9, 0,   4.9,24,  21.7,24,  33.0,  43.9,   44.6*,  36.0*, 0.03E,999.9, 010000,
061800,99999, 20000130,   38.0,24,   27.9,24, 9999.9, 0, 9999.9, 0,   7.1,24,  25.2,24,  38.9,  63.9,   48.9*,  10.4*, 0.12E,999.9, 011000,
061800,99999, 20000131,   37.7,24,   33.9,24, 9999.9, 0, 9999.9, 0,   6.0,24,  19.7,24,  33.0,  53.0,   44.8*,  31.8*,99.99E,999.9, 011000,
061800,99999, 20000201,   39.9,24,   39.1,24, 9999.9, 0, 9999.9, 0,   4.7,24,  13.5,24,  20.0,  28.0,   42.8*,  32.0*,99.99E,999.9, 110000,
061800,99999, 20000202,   39.4,24,   38.1,24, 9999.9, 0, 9999.9, 0,   6.8,24,  16.3,24,  27.0,  39.0,   43.0*,  36.7*, 0.00E,999.9, 010000,
061800,99999, 20000203,   35.3,24,   31.8,24, 9999.9, 0, 9999.9, 0,   7.0,24,  14.0,24,  25.1,  34.0,   40.3*,  28.4*, 0.03E,999.9, 000000,
061800,99999, 20000204,   40.5,24,   39.4,24, 9999.9, 0, 9999.9, 0,   6.1,24,  18.7,24,  23.9,  35.0,   48.2*,  28.4*,99.99E,999.9, 010000,
061800,99999, 20000205,   45.8,24,   44.7,24, 9999.9, 0, 9999.9, 0,   4.2,24,  16.6,24,  23.9,  35.9,   48.2*,  41.0*, 0.06F,999.9, 010000,
061800,99999, 20000206,   41.7,24,   40.8,24, 9999.9, 0, 9999.9, 0,   2.2,24,  12.4,24,  15.9, 999.9,   44.4*,  39.0*,99.99F,999.9, 110000,
061800,99999, 20000207,   41.7,24,   39.7,24, 9999.9, 0, 9999.9, 0,   4.6,24,  16.0,24,  21.0, 999.9,   48.2*,  28.4*, 0.03E,999.9, 010000,
061800,99999, 20000208,   41.3,24,   40.1,24, 9999.9, 0, 9999.9, 0,   5.7,24,  16.2,24,  21.0, 999.9,   43.5*,  39.2*, 0.03A,999.9, 010000,
061800,99999, 20000209,   38.5,24,   36.6,24, 9999.9, 0, 9999.9, 0,   6.7,24,  16.9,24,  23.9,  34.0,   41.0*,  32.0*, 0.12E,999.9, 010000,
061800,99999, 20000210,   38.2,24,   36.5,24, 9999.9, 0, 9999.9, 0,   6.6,24,  14.3,24,  21.0, 999.9,   42.8*,  29.5*,99.99E,999.9, 010000,
061800,99999, 20000211,   39.7,24,   37.7,24, 9999.9, 0, 9999.9, 0,   6.8,24,  15.2,24,  20.0,  28.9,   42.8*,  35.6*, 0.03E,999.9, 000000,
061800,99999, 20000212,   38.7,24,   37.6,24, 9999.9, 0, 9999.9, 0,   6.5,24,  17.0,24,  27.0,  39.0,   41.0*,  33.8*,99.99E,999.9, 010000,
061800,99999, 20000213,   36.2,24,   34.7,24, 9999.9, 0, 9999.9, 0,   7.2,24,  15.6,24,  19.0,  28.9,   42.1*,  33.4*, 0.04E,999.9, 010000,
061800,99999, 20000214,   35.0,24,   29.3,24, 9999.9, 0, 9999.9, 0,   6.8,24,  12.4,24,  16.9,  28.9,   39.2*,  28.4*, 0.00I,999.9, 000000,
061800,99999, 20000215,   37.2,24,   36.0,24, 9999.9, 0, 9999.9, 0,   6.7,24,  11.6,24,  15.0, 999.9,   44.1*,  28.4*, 0.03E,999.9, 011000,
061800,99999, 20000216,   35.9,24,   35.0,24, 9999.9, 0, 9999.9, 0,   5.9,24,   8.1,24,  12.0, 999.9,   37.6*,  33.4*,99.99E,999.9, 011000,
061800,99999, 20000217,   34.2,24,   31.9,24, 9999.9, 0, 9999.9, 0,   6.9,24,   9.6,24,  15.0, 999.9,   37.4*,  32.0*, 0.03E,999.9, 011000,
061800,99999, 20000218,   32.7,24,   31.6,24, 9999.9, 0, 9999.9, 0,   7.4,24,  10.1,24,  16.9,  23.9,   35.6*,  24.8*, 0.00I,999.9, 000000,
061800,99999, 20000219,   34.9,24,   33.5,24, 9999.9, 0, 9999.9, 0,   6.5,24,  12.2,24,  16.9, 999.9,   35.8*,  33.8*,99.99I,999.9, 011000,
061800,99999, 20000220,   31.9,24,   30.9,24, 9999.9, 0, 9999.9, 0,   6.6,24,   5.6,24,   8.9, 999.9,   36.3*,  24.8*, 0.06F,999.9, 011000,
061800,99999, 20000221,   29.8,24,   26.6,24, 9999.9, 0, 9999.9, 0,   7.7,24,   4.9,24,   8.0, 999.9,   41.9*,  19.4*, 0.00I,999.9, 000000,
061800,99999, 20000222,   31.0,24,   28.0,24, 9999.9, 0, 9999.9, 0,   7.2,24,   7.7,24,  12.0, 999.9,   35.8*,  23.7*, 0.00I,999.9, 000000,
061800,99999, 20000223,   34.0,24,   31.4,24, 9999.9, 0, 9999.9, 0,   7.2,24,   8.3,24,  11.1, 999.9,   39.2*,  29.3*, 0.00I,999.9, 000000,
061800,99999, 20000224,   37.1,24,   35.5,24, 9999.9, 0, 9999.9, 0,   4.8,24,  14.5,24,  21.0, 999.9,   43.7*,  32.0*, 0.08E,999.9, 011000,
061800,99999, 20000225,   38.3,24,   35.6,24, 9999.9, 0, 9999.9, 0,   6.6,24,  13.3,24,  19.0, 999.9,   43.9*,  33.4*, 0.03E,999.9, 010000,
061800,99999, 20000226,   39.0,24,   37.7,24, 9999.9, 0, 9999.9, 0,   7.1,24,  11.7,24,  15.9, 999.9,   44.6*,  33.6*, 0.02E,999.9, 000000,
061800,99999, 20000227,   38.3,24,   35.6,24, 9999.9, 0, 9999.9, 0,   5.0,24,  14.2,24,  21.0, 999.9,   41.9*,  31.1*, 0.00I,999.9, 100000,
061800,99999, 20000228,   42.1,24,   39.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,  17.8,24,  22.0,  29.9,   49.6*,  39.2*,99.99I,999.9, 010000,
061800,99999, 20000229,   39.2,24,   37.7,24, 9999.9, 0, 9999.9, 0,   7.0,24,  16.0,24,  19.0, 999.9,   41.7*,  36.9*,99.99I,999.9, 010000,
061800,99999, 20000301,   39.9,24,   37.4,24, 9999.9, 0, 9999.9, 0,   6.3,24,  17.8,24,  22.9,  36.9,   44.8*,  35.6*, 0.03A,999.9, 010000,
061800,99999, 20000302,   37.7,24,   32.5,24, 9999.9, 0, 9999.9, 0,   7.2,24,  17.6,24,  27.0,  36.9,   42.3*,  34.5*,99.99A,999.9, 010000,
061800,99999, 20000303,   39.4,24,   35.7,24, 9999.9, 0, 9999.9, 0,   6.3,24,  23.7,24,  29.9,  48.0,   44.6*,  35.6*,99.99A,999.9, 010000,
061800,99999, 20000304,   34.9,24,   24.0,24, 9999.9, 0, 9999.9, 0,   7.0,24,  16.9,24,  27.0,  41.0,   39.9*,  29.3*, 0.03A,  0.4, 001000,
061800,99999, 20000305,   33.3,24,   23.7,24, 9999.9, 0, 9999.9, 0,   7.4,24,  13.1,24,  20.0,  28.0,   37.8*,  30.2*, 0.00I,999.9, 000000,
061800,99999, 20000306,   40.1,24,   39.0,24, 9999.9, 0, 9999.9, 0,   5.9,24,  20.3,24,  25.1,  36.9,   44.6*,  29.8*,99.99I,999.9, 010000,
061800,99999, 20000307,   40.8,24,   39.8,24, 9999.9, 0, 9999.9, 0,   5.4,24,  12.2,24,  22.9,  35.0,   46.4*,  35.6*, 0.35A,999.9, 010000,
061800,99999, 20000308,   41.4,24,   39.7,24, 9999.9, 0, 9999.9, 0,   6.3,24,  14.1,24,  21.0,  29.9,   48.2*,  35.6*, 0.23F,999.9, 010000,
061800,99999, 20000309,   38.3,24,   32.5,24, 9999.9, 0, 9999.9, 0,   7.2,24,  16.1,24,  26.0,  39.0,   45.9*,  28.4*, 0.03A,999.9, 010000,
061800,99999, 20000310,   34.5,24,   24.8,24, 9999.9, 0, 9999.9, 0,   7.2,24,   9.4,24,  14.0, 999.9,   41.0*,  25.9*,99.99A,999.9, 001000,
061800,99999, 20000311,   33.4,24,   32.6,24, 9999.9, 0, 9999.9, 0,   4.7,24,  13.9,24,  21.0, 999.9,   35.6*,  31.8*, 0.16E,  0.8, 011000,
061800,99999, 20000312,   34.5,24,   33.5,24, 9999.9, 0, 9999.9, 0,   7.6,24,   6.8,24,  11.1, 999.9,   38.7*,  27.3*,99.99E,999.9, 010000,
061800,99999, 20000313,   39.6,24,   38.7,24, 9999.9, 0, 9999.9, 0,   3.7,24,  12.0,24,  16.9, 999.9,   43.2*,  35.4*, 0.00E,999.9, 010000,
061800,99999, 20000314,   40.6,24,   37.9,24, 9999.9, 0, 9999.9, 0,   5.3,24,  13.2,24,  20.0,  29.9,   46.0*,  35.1*,99.99E,999.9, 010000,
061800,99999, 20000315,   37.4,24,   27.5,24, 9999.9, 0, 9999.9, 0,   7.3,24,  13.8,24,  21.0,  35.0,   42.8*,  32.0*, 0.00A,999.9, 010000,
061800,99999, 20000316,   35.9,24,   27.9,24, 9999.9, 0, 9999.9, 0,   6.7,24,   8.5,24,  15.0, 999.9,   43.2*,  30.9*,99.99A,999.9, 001000,
061800,99999, 20000317,   37.0,24,   27.5,24, 9999.9, 0, 9999.9, 0,   6.5,24,  10.2,24,  15.0, 999.9,   43.3*,  32.0*, 0.01E,999.9, 001000,
061800,99999, 20000318,   36.8,24,   30.2,24, 9999.9, 0, 9999.9, 0,   7.4,24,   7.6,24,  16.9, 999.9,   44.2*,  32.0*, 0.00I,999.9, 000000,
061800,99999, 20000319,   40.4,24,   34.2,24, 9999.9, 0, 9999.9, 0,   6.7,24,   7.1,24,  14.0, 999.9,   50.5*,  28.6*, 0.00I,999.9, 000000,
061800,99999, 20000320,   44.5,24,   42.2,24, 9999.9, 0, 9999.9, 0,   6.3,24,  12.9,24,  16.9, 999.9,   54.1*,  37.2*, 0.00I,999.9, 000000,
061800,99999, 20000321,   45.9,24,   42.4,24, 9999.9, 0, 9999.9, 0,   6.4,24,  10.4,24,  12.0, 999.9,   57.2*,  37.4*, 0.00I,999.9, 000000,
061800,99999, 20000322,   42.3,24,   40.3,24, 9999.9, 0, 9999.9, 0,   5.5,24,   9.7,24,  14.0, 999.9,   46.4*,  39.2*,99.99I,999.9, 010000,
061800,99999, 20000323,   40.2,24,   31.6,24, 9999.9, 0, 9999.9, 0,   7.0,24,   8.8,24,  13.0,  18.1,   47.7*,  32.0*, 0.03E,999.9, 000000,
061800,99999, 20000324,   37.5,24,   27.2,24, 9999.9, 0, 9999.9, 0,   6.4,24,   8.3,24,  14.0, 999.9,   43.9*,  29.7*, 0.00I,999.9, 000000,
061800,99999, 20000325,   37.8,24,   35.7,24, 9999.9, 0, 9999.9, 0,   5.6,24,   9.3,24,  18.1,  28.0,   39.2*,  35.2*,99.99I,999.9, 010000,
061800,99999, 20000326,   39.2,24,   37.9,24, 9999.9, 0, 9999.9, 0,   3.0,24,   9.4,24,  14.0,  21.0,   41.0*,  37.4*,99.99I,999.9, 010000,
061800,99999, 20000327,   36.5,24,   35.3,24, 9999.9, 0, 9999.9, 0,   6.3,24,  12.2,24,  20.0, 999.9,   40.8*,  31.6*,99.99I,999.9, 011000,
061800,99999, 20000328,   35.7,24,   35.0,24, 9999.9, 0, 9999.9, 0,   5.5,24,  15.0,24,  21.0, 999.9,   42.8*,  31.1*, 0.03E,  1.6, 011000,
061800,99999, 20000329,   37.6,24,   35.9,24, 9999.9, 0, 9999.9, 0,   6.5,24,  10.6,24,  13.0, 999.9,   45.7*,  29.5*, 0.00I,999.9, 000000,
061800,99999, 20000330,   39.0,24,   37.3,24, 9999.9, 0, 9999.9, 0,   5.7,24,   9.8,24,  15.0, 999.9,   48.2*,  33.8*, 0.00I,999.9, 000000,
061800,99999, 20000331,   41.1,24,   37.5,24, 9999.9, 0, 9999.9, 0,   6.4,24,   5.9,24,   8.9, 999.9,   48.7*,  34.3*, 0.00I,999.9, 000000,
061800,99999, 20000401,   41.5,24,   38.1,24, 9999.9, 0, 9999.9, 0,   6.6,24,   8.5,24,  13.0, 999.9,   46.4*,  36.3*, 0.00I,999.9, 000000,
061800,99999, 20000402,   41.6,24,   38.0,24, 9999.9, 0, 9999.9, 0,   6.3,24,   6.1,24,   9.9, 999.9,   48.2*,  34.3*, 0.00I,999.9, 000000,
061800,99999, 20000403,   42.9,24,   39.8,24, 9999.9, 0, 9999.9, 0,   5.1,24,   9.3,24,  12.0,  22.9,   51.8*,  33.8*, 0.00I,999.9, 100000,
061800,99999, 20000404,   43.7,24,   42.7,24, 9999.9, 0, 9999.9, 0,   3.7,24,   7.0,24,  12.0, 999.9,   46.4*,  40.8*,99.99I,999.9, 010000,
061800,99999, 20000405,   37.2,24,   25.6,24, 9999.9, 0, 9999.9, 0,   6.5,24,  15.9,24,  21.0,  32.1,   45.3*,  33.8*,99.99I,999.9, 010000,
061800,99999, 20000406,   41.4,24,   31.5,24, 9999.9, 0, 9999.9, 0,   7.4,24,  11.7,24,  18.1,  23.9,   51.6*,  28.6*, 0.00I,999.9, 000000,
061800,99999, 20000407,   45.1,24,   32.7,24, 9999.9, 0, 9999.9, 0,   7.5,24,  11.8,24,  15.9, 999.9,   52.0*,  39.2*, 0.00I,999.9, 000000,
061800,99999, 20000408,   40.4,24,   33.6,24, 9999.9, 0, 9999.9, 0,   8.2,24,   5.3,24,  12.0, 999.9,   51.3*,  31.8*, 0.00I,999.9, 000000,
061800,99999, 20000409,   38.1,24,   27.4,24, 9999.9, 0, 9999.9, 0,   6.7,24,   7.5,23,  11.1, 999.9,   47.3*,  32.0*, 0.00I,999.9, 000000,
061800,99999, 20000410,   40.2,24,   33.1,24, 9999.9, 0, 9999.9, 0,   6.8,24,   7.3,24,  12.0, 999.9,   47.5*,  29.3*, 0.00I,999.9, 000000,
061800,99999, 20000411,   42.1,24,   36.1,24, 9999.9, 0, 9999.9, 0,   7.0,24,   7.1,24,  12.0, 999.9,   49.3*,  37.4*, 0.00I,999.9, 000000,
