Date,Open,High,Low,Close,Volume,Adj Close
2012-08-03,486.23,486.23,486.23,486.23,000,486.23
2012-08-02,479.38,479.38,479.38,479.38,000,479.38
2012-08-01,481.60,481.60,481.60,481.60,000,481.60
2012-07-31,484.14,484.14,484.14,484.14,000,484.14
2012-07-30,485.01,485.01,485.01,485.01,000,485.01
2012-07-27,482.98,482.98,482.98,482.98,000,482.98
2012-07-26,472.48,472.48,472.48,472.48,000,472.48
2012-07-25,466.58,466.58,466.58,466.58,000,466.58
2012-07-24,464.37,464.37,464.37,464.37,000,464.37
2012-07-23,463.21,463.21,463.21,463.21,000,463.21
2012-07-20,473.19,473.19,473.19,473.19,000,473.19
2012-07-19,477.04,477.04,477.04,477.04,000,477.04
2012-07-18,470.23,470.23,470.23,470.23,000,470.23
2012-07-17,467.55,467.55,467.55,467.55,000,467.55
2012-07-16,466.25,466.25,466.25,466.25,000,466.25
2012-07-13,461.10,461.10,461.10,461.10,000,461.10
2012-07-12,459.11,459.11,459.11,459.11,000,459.11
2012-07-11,460.40,460.40,460.40,460.40,000,460.40
2012-07-10,464.19,464.19,464.19,464.19,000,464.19
2012-07-09,458.03,458.03,458.03,458.03,000,458.03
2012-07-06,460.20,460.20,460.20,460.20,000,460.20
2012-07-05,462.50,462.50,462.50,462.50,000,462.50
2012-07-04,459.61,459.61,459.61,459.61,000,459.61
2012-07-03,458.25,458.25,458.25,458.25,000,458.25
2012-07-02,451.39,451.39,451.39,451.39,000,451.39
2012-06-29,446.04,446.04,446.04,446.04,000,446.04
2012-06-28,434.32,434.32,434.32,434.32,000,434.32
2012-06-27,433.63,433.63,433.63,433.63,000,433.63
2012-06-26,428.68,428.68,428.68,428.68,000,428.68
2012-06-25,432.08,432.08,432.08,432.08,000,432.08
2012-06-22,438.64,438.64,438.64,438.64,000,438.64
2012-06-21,439.99,439.99,439.99,439.99,000,439.99
2012-06-20,440.85,440.85,440.85,440.85,000,440.85
2012-06-19,439.89,439.89,439.89,439.89,000,439.89
2012-06-18,432.98,432.98,432.98,432.98,000,432.98
2012-06-15,431.19,431.19,431.19,431.19,000,431.19
2012-06-14,428.73,428.73,428.73,428.73,000,428.73
2012-06-13,431.24,431.24,431.24,431.24,000,431.24
2012-06-12,431.21,431.21,431.21,431.21,000,431.21
2012-06-11,432.37,432.37,432.37,432.37,000,432.37
2012-06-08,426.59,426.59,426.59,426.59,000,426.59
2012-06-07,433.51,433.51,433.51,433.51,000,433.51
2012-06-06,426.63,426.63,426.63,426.63,000,426.63
2012-06-04,415.45,415.45,415.45,415.45,000,415.45
2012-06-01,419.65,419.65,419.65,419.65,000,419.65
2012-05-31,432.26,432.26,432.26,432.26,000,432.26
2012-05-30,435.72,435.72,435.72,435.72,000,435.72
